corpus_row_id,module,source_lesson_node_id,source_lesson_id,source_lesson_title,source_assignment_date,source_path,prerequisite_text,normalized_text,prerequisite_type,physics_topics,math_subtypes,prerequisite_depth,atomicity,mapping_status,direct_match_count,primary_target_node_id,primary_target_lesson_id,primary_target_lesson_title,primary_target_module,primary_target_assignment_date,primary_target_path,temporal_relation,match_confidence,match_basis,match_evidence,candidate_rank,candidate_score,top_unaccepted_candidate_title,top_unaccepted_candidate_path,top_unaccepted_candidate_score,review_scope,cycle_flag,future_review_flag
P212-0834,M5,212-M5-051,212-M5-051,Scaling Wave Power and Intensity with Frequency and Amplitude,2026-08-03,/Users/jake/Developer/study/vault/212/M5/2026-08-03-Q-3/Lessons/wave-power-intensity-scaling.md,Square a ratio and take a positive square root.,square a ratio and take a positive square root,Mathematical technique,,Numeracy and arithmetic | Ratios and proportional reasoning,D2,Compound,direct-match,1,212-M3-012,212-M3-012,Balancing Opposing Inverse-Square Forces,M3,2026-07-17,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-2.md,earlier,High,worked_move_equivalent,"It squares a force-ratio equation, takes the physically positive square root, and simplifies the resulting ratio.",1,0.3891,,,,semantically-reviewed,false,false
P212-0835,M5,212-M5-051,212-M5-051,Scaling Wave Power and Intensity with Frequency and Amplitude,2026-08-03,/Users/jake/Developer/study/vault/212/M5/2026-08-03-Q-3/Lessons/wave-power-intensity-scaling.md,Recognize frequency $f$ and wave amplitude $A$.,recognize frequency f and wave amplitude a,"Physics concept, law, or relation",SHM and pendula | Waves and sound,,D1,Atomic,direct-match,1,212-M5-002,212-M5-002,Compare Frequencies on Identical Springs,M5,2026-07-23,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-2.md,earlier,High,concept_equivalent,It explicitly distinguishes wave or oscillation amplitude A from frequency f and treats their effects separately.,2,0.3857,,,,semantically-reviewed,false,false
P212-0836,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-1.md,,Screen Distance and Double-Slit Fringe Spacing,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-1.md,"Identify $\lambda$ as wavelength, $d$ as slit separation, and $L$ as the slit-to-screen distance.","identify \lambda as wavelength, d as slit separation, and l as the slit-to-screen distance","Physics concept, law, or relation",Waves and sound | Interference and diffraction,,D1,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-2.md,,How Screen Distance Changes Double-Slit Fringe Spacing,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-2.md,same-date,High,concept_equivalent,"It explicitly defines lambda as wavelength, d as slit separation, and L as screen distance in the double-slit setup.",2,0.4184,,,,semantically-reviewed,true,true
P212-0837,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-1.md,,Screen Distance and Double-Slit Fringe Spacing,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-1.md,Read direct proportionality from a formula.,read direct proportionality from a formula,Semantic and physical interpretation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Amplitude and the Period of a Spring Oscillator,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-1.md,0.2279,algorithmic-screen-only,false,true
P212-0838,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-1.md,,Screen Distance and Double-Slit Fringe Spacing,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-1.md,Compare two values by forming a ratio.,compare two values by forming a ratio,Mathematical technique,,Ratios and proportional reasoning,D2,Atomic,direct-match,1,212-M5-025,212-M5-025,Sound Intensity at a New Distance,M5,2026-07-28,/Users/jake/Developer/study/vault/212/M5/2026-07-28-M5-3/Lessons/Problem-2.md,earlier,Medium,worked_move_equivalent,It forms a ratio of two values to compare sound intensities while cancelling their common source factors.,1,0.3631,,,,semantically-reviewed,false,true
P212-0839,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-2.md,,How Screen Distance Changes Double-Slit Fringe Spacing,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-2.md,"Recognize direct proportionality: if $q\propto L$, multiplying $L$ by a factor multiplies $q$ by the same factor.","recognize direct proportionality: if q\propto l, multiplying l by a factor multiplies q by the same factor",Mathematical technique,,Numeracy and arithmetic | Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Scaling Surface Gravity With Mass and Radius,/Users/jake/Developer/study/vault/212/M3/2026-07-17-HW-5/Lessons/Problem-4.md,0.1479,algorithmic-screen-only,false,true
P212-0840,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-2.md,,How Screen Distance Changes Double-Slit Fringe Spacing,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-2.md,"Identify the wavelength $\lambda$, slit separation $d$, and slit-to-screen distance $L$ in a double-slit setup.","identify the wavelength \lambda, slit separation d, and slit-to-screen distance l in a double-slit setup","Physics concept, law, or relation",Waves and sound | Interference and diffraction,,D1,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-1.md,,Screen Distance and Double-Slit Fringe Spacing,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-1.md,same-date,High,concept_equivalent,"It identifies lambda, slit separation d, and screen distance L before using the fringe-spacing relation.",1,0.4633,,,,semantically-reviewed,true,true
P212-0841,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-3.md,,Reading Path Difference from a Double-Slit Pattern,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-3.md,Interpret $\lambda$ as one wavelength.,interpret \lambda as one wavelength,Semantic and physical interpretation,Waves and sound,,D2,Atomic,direct-match,1,212-M5-013,212-M5-013,Counting Wavelengths Inside a Material,M5,2026-07-27,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-6.md,earlier,High,concept_equivalent,It treats lambda as the length of one wavelength and divides a material length by it to count cycles.,1,0.4063,,,,semantically-reviewed,false,false
P212-0842,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-3.md,,Reading Path Difference from a Double-Slit Pattern,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-3.md,Distinguish constructive interference (bright) from destructive interference (dark).,distinguish constructive interference (bright) from destructive interference (dark),Semantic and physical interpretation,Interference and diffraction,,D3,Atomic,no-direct-match-after-review,0,,,,,,,,,,,,,Finding Complete Constructive Interference in a Crest Diagram,/Users/jake/Developer/study/vault/212/M5/2026-07-30-M5-5/Lessons/Problem-2.md,0.3312,candidate-set-semantically-reviewed,false,true
P212-0843,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-3.md,,Reading Path Difference from a Double-Slit Pattern,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-3.md,Count equally spaced bands outward from a central reference band.,count equally spaced bands outward from a central reference band,Model condition or reference choice,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Slit Width from Adjacent Single-Slit Minima,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-1.md,0.1375,algorithmic-screen-only,false,true
P212-0844,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-4.md,,Finding Wavelength From a Double-Slit Intensity Graph,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-4.md,Read horizontal coordinates and distances from a graph.,read horizontal coordinates and distances from a graph,Representation and spatial literacy,,Geometry and trigonometry | Functions and graph reasoning,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Maximum SHM Speed From a Position-Time Graph,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-6.md,0.2297,algorithmic-screen-only,false,true
P212-0845,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-4.md,,Finding Wavelength From a Double-Slit Intensity Graph,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-4.md,Convert centimeters and millimeters to meters.,convert centimeters and millimeters to meters,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1507,algorithmic-screen-only,false,true
P212-0846,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-4.md,,Finding Wavelength From a Double-Slit Intensity Graph,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-4.md,Isolate a variable in a multiplication-and-division formula.,isolate a variable in a multiplication-and-division formula,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Variable-Density Rod: Center of Mass,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-2-01-Variable-Density-Rod-Center-of-Mass.md,0.2191,algorithmic-screen-only,false,true
P212-0847,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-5.md,,Finding Wavelength from a Diffraction-Grating Pattern,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,Use right-triangle ratios and inverse tangent.,use right-triangle ratios and inverse tangent,Mathematical technique,,Geometry and trigonometry,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Distance From Sound Intensity,/Users/jake/Developer/study/vault/212/M5/2026-07-28-M5-3/Lessons/Problem-1.md,0.2469,algorithmic-screen-only,false,true
P212-0848,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-5.md,,Finding Wavelength from a Diffraction-Grating Pattern,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,"Convert among centimeters, meters, micrometers, and nanometers.","convert among centimeters, meters, micrometers, and nanometers",Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1187,algorithmic-screen-only,false,true
P212-0849,M6,PATH:M6/2026-08-05-M6-1/Lessons/Problem-5.md,,Finding Wavelength from a Diffraction-Grating Pattern,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,"Recognize that the central maximum has order $m=0$, so the first, second, and third bright fringes have $m=1,2,3$.","recognize that the central maximum has order m=0, so the first, second, and third bright fringes have m=1,2,3","Physics concept, law, or relation",Interference and diffraction,,D1,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-3.md,,Reading Path Difference from a Double-Slit Pattern,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-3.md,same-date,High,concept_equivalent,"It labels the central bright maximum m=0 and counts the first, second, and third maxima with m=1,2,3.",1,0.3804,,,,semantically-reviewed,false,false
P212-0850,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-1.md,,Finding Slit Width from Adjacent Single-Slit Minima,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-1.md,Rearranging a one-step formula,rearranging a one-step formula,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Counting Wavelengths Inside a Material,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-6.md,0.166,algorithmic-screen-only,false,true
P212-0851,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-1.md,,Finding Slit Width from Adjacent Single-Slit Minima,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-1.md,"Converting among nanometers, millimeters, and meters","converting among nanometers, millimeters, and meters",Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1365,algorithmic-screen-only,false,true
P212-0852,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-1.md,,Finding Slit Width from Adjacent Single-Slit Minima,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-1.md,Subtracting two positions measured from the same origin,subtracting two positions measured from the same origin,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Comparing Same-Side Single-Slit Minima,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-3.md,0.2519,algorithmic-screen-only,false,true
P212-0853,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-2.md,,Finding Diffraction-Grating Line Density from Symmetric Fringes,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-2.md,Recognize opposite-order diffraction maxima as symmetric about the central maximum.,recognize opposite-order diffraction maxima as symmetric about the central maximum,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D3,Atomic,direct-match,1,PATH:M6/2026-08-06-M6-2/Lessons/Problem-3.md,,Counting Visible Diffraction-Grating Maxima on a Finite Screen,M6,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-3.md,same-date,High,concept_equivalent,It explicitly counts the symmetric positive and negative diffraction orders plus the central order.,1,0.3533,,,,semantically-reviewed,false,false
P212-0854,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-2.md,,Finding Diffraction-Grating Line Density from Symmetric Fringes,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-2.md,"Use right-triangle trigonometry, especially $\tan\theta=y/L$.","use right-triangle trigonometry, especially \tan\theta=y/l",Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Radius from an Angled String,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,0.2429,algorithmic-screen-only,false,true
P212-0855,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-2.md,,Finding Diffraction-Grating Line Density from Symmetric Fringes,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-2.md,Use the diffraction-grating maximum condition $d\sin\theta=m\lambda$.,use the diffraction-grating maximum condition d\sin\theta=m\lambda,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D3,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-5.md,,Finding Wavelength from a Diffraction-Grating Pattern,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,earlier,High,worked_move_equivalent,It directly applies the diffraction-grating maximum condition d sin(theta)=m lambda.,1,0.5299,,,,semantically-reviewed,false,false
P212-0856,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-2.md,,Finding Diffraction-Grating Line Density from Symmetric Fringes,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-2.md,"Convert among nanometers, meters, and millimeters.","convert among nanometers, meters, and millimeters",Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1253,algorithmic-screen-only,false,true
P212-0857,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-3.md,,Counting Visible Diffraction-Grating Maxima on a Finite Screen,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-3.md,Converting micrometers and nanometers to a common unit,converting micrometers and nanometers to a common unit,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Revolutions per Minute to Radians per Second,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-1.md,0.1557,algorithmic-screen-only,false,true
P212-0858,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-3.md,,Counting Visible Diffraction-Grating Maxima on a Finite Screen,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-3.md,Using tangent in a right triangle and evaluating inverse tangent,using tangent in a right triangle and evaluating inverse tangent,Mathematical technique,,Geometry and trigonometry,D3,Compound,no-strong-candidate,0,,,,,,,,,,,,,Recognizing Tangential Velocity in Circular Motion,/Users/jake/Developer/study/vault/212/M1/2026-06-28-HW-1/Lessons/Problem-6.md,0.2037,algorithmic-screen-only,false,true
P212-0859,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-3.md,,Counting Visible Diffraction-Grating Maxima on a Finite Screen,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-3.md,Using the diffraction-grating condition $d\sin\theta_m=m\lambda$,using the diffraction-grating condition d\sin\thetam=m\lambda,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D3,Atomic,direct-match,1,PATH:M6/2026-08-05-M6-1/Lessons/Problem-5.md,,Finding Wavelength from a Diffraction-Grating Pattern,M6,2026-08-05,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-5.md,earlier,High,worked_move_equivalent,It teaches and practices the grating condition d sin(theta)=m lambda for bright orders.,1,0.5701,,,,semantically-reviewed,false,false
P212-0860,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-3.md,,Counting Visible Diffraction-Grating Maxima on a Finite Screen,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-3.md,Identifying the greatest integer that does not exceed a positive bound,identifying the greatest integer that does not exceed a positive bound,Semantic and physical interpretation,,,D1,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Bounding the Center of Mass of Two Unequal Cubes,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-5.md,0.1597,algorithmic-screen-only,false,true
P212-0861,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-4.md,,Finding Screen Distance from a Single-Slit Diffraction Graph,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-4.md,Reading horizontal coordinates from a graph,reading horizontal coordinates from a graph,Mathematical technique,,Geometry and trigonometry | Functions and graph reasoning,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Maximum SHM Speed From a Position-Time Graph,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-6.md,0.2753,algorithmic-screen-only,false,true
P212-0862,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-4.md,,Finding Screen Distance from a Single-Slit Diffraction Graph,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-4.md,Subtracting two positions to find a distance,subtracting two positions to find a distance,Mathematical technique,,Numeracy and arithmetic,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Counting Wavelengths in a Refractive Medium,/Users/jake/Developer/study/vault/212/M5/2026-07-28-HW-7/Lessons/Problem-3.md,0.2707,algorithmic-screen-only,false,true
P212-0863,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-4.md,,Finding Screen Distance from a Single-Slit Diffraction Graph,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-4.md,"Converting nanometers, millimeters, and centimeters to meters","converting nanometers, millimeters, and centimeters to meters",Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1441,algorithmic-screen-only,false,true
P212-0864,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-4.md,,Finding Screen Distance from a Single-Slit Diffraction Graph,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-4.md,Rearranging a one-step formula,rearranging a one-step formula,Mathematical technique,,Algebra and formula manipulation,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Counting Wavelengths Inside a Material,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-6.md,0.166,algorithmic-screen-only,false,true
P212-0865,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-5.md,,Estimating Secondary Bright Fringes in Single-Slit Diffraction,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-5.md,Use the small-angle location of the $m$th single-slit dark minimum: $y_m\approx m\lambda L/a$.,use the small-angle location of the mth single-slit dark minimum: ym\approx m\lambda l/a,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Slit Width from Adjacent Single-Slit Minima,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-1.md,0.2954,algorithmic-screen-only,false,true
P212-0866,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-5.md,,Estimating Secondary Bright Fringes in Single-Slit Diffraction,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-5.md,Convert nanometers and millimeters to meters: $1\ \mathrm{nm}=10^{-9}\ \mathrm{m}$ and $1\ \mathrm{mm}=10^{-3}\ \mathrm{m}$.,convert nanometers and millimeters to meters: 1\ nm=10^-9\ m and 1\ mm=10^-3\ m,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Wavelength From a Double-Slit Intensity Graph,/Users/jake/Developer/study/vault/212/M6/2026-08-05-M6-1/Lessons/Problem-4.md,0.1437,algorithmic-screen-only,false,true
P212-0867,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-5.md,,Estimating Secondary Bright Fringes in Single-Slit Diffraction,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-5.md,Find the midpoint of two positions by averaging them.,find the midpoint of two positions by averaging them,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Center of Mass of Two Point Masses,/Users/jake/Developer/study/vault/212/M2/2026-07-07-M2-1/Lessons/Problem-1.md,0.1574,algorithmic-screen-only,false,true
P212-0868,M6,PATH:M6/2026-08-06-M6-2/Lessons/Problem-5.md,,Estimating Secondary Bright Fringes in Single-Slit Diffraction,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-5.md,Round a calculated measurement to a requested number of significant figures.,round a calculated measurement to a requested number of significant figures,Measurement and computation,,,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding Radial Acceleration From Inward Forces,/Users/jake/Developer/study/vault/212/M1/2026-07-02-M1-5/Lessons/Problem-3.md,0.1279,algorithmic-screen-only,false,true
P212-0869,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-1.md,,Choosing a Slit Width for Clear Single-Slit Diffraction,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-1.md,Recognize that $0\leq \sin\theta\leq 1$ for angles from $0^\circ$ to $90^\circ$.,recognize that 0\leq \sin\theta\leq 1 for angles from 0^\circ to 90^\circ,Mathematical technique,,Geometry and trigonometry,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Finding the Radius from an Angled String,/Users/jake/Developer/study/vault/212/M1/2026-07-03-HW-2/Lessons/Problem-2.md,0.1823,algorithmic-screen-only,false,true
P212-0870,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-1.md,,Choosing a Slit Width for Clear Single-Slit Diffraction,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-1.md,Use the single-slit minimum condition $a\sin\theta=m\lambda$.,use the single-slit minimum condition a\sin\theta=m\lambda,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D2,Atomic,direct-match,1,PATH:M6/2026-08-06-M6-2/Lessons/Problem-1.md,,Finding Slit Width from Adjacent Single-Slit Minima,M6,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-1.md,earlier,High,worked_move_equivalent,It explicitly applies the single-slit minimum condition a sin(theta)=m lambda.,3,0.3382,,,,semantically-reviewed,false,false
P212-0871,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-1.md,,Choosing a Slit Width for Clear Single-Slit Diffraction,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-1.md,Evaluate a simple inverse sine in degrees.,evaluate a simple inverse sine in degrees,Mathematical technique,,Geometry and trigonometry,D3,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Why a Pendulum Becomes Simple Harmonic Motion,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/pendulum-shm-small-angle-derivation.md,0.1671,algorithmic-screen-only,false,true
P212-0872,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-2.md,,Finding Slit Width from the Central Diffraction Maximum,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-2.md,The first-minimum condition for a single slit: $a\sin\theta_1=\lambda$,the first-minimum condition for a single slit: a\sin\theta1=\lambda,"Physics concept, law, or relation",Interference and diffraction,Geometry and trigonometry,D3,Atomic,direct-match,1,PATH:M6/2026-08-06-M6-2/Lessons/Problem-4.md,,Finding Screen Distance from a Single-Slit Diffraction Graph,M6,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-4.md,earlier,High,worked_move_equivalent,It specializes the single-slit minimum equation to the first minimum with a sin(theta_1)=lambda.,2,0.3943,,,,semantically-reviewed,false,false
P212-0873,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-2.md,,Finding Slit Width from the Central Diffraction Maximum,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-2.md,The small-angle screen relation: $y_1\approx L\sin\theta_1$,the small-angle screen relation: y1\approx l\sin\theta1,Mathematical technique,,Geometry and trigonometry,D2,Atomic,direct-match,1,PATH:M6/2026-08-06-M6-2/Lessons/Problem-4.md,,Finding Screen Distance from a Single-Slit Diffraction Graph,M6,2026-08-06,/Users/jake/Developer/study/vault/212/M6/2026-08-06-M6-2/Lessons/Problem-4.md,earlier,High,concept_equivalent,It uses the screen geometry and small-angle approximation y_1 approximately L sin(theta_1).,6,0.24,,,,semantically-reviewed,false,false
P212-0874,M6,PATH:M6/2026-08-09-HW-9/Lessons/Problem-2.md,,Finding Slit Width from the Central Diffraction Maximum,2026-08-09,/Users/jake/Developer/study/vault/212/M6/2026-08-09-HW-9/Lessons/Problem-2.md,Converting a percentage to a decimal,converting a percentage to a decimal,Measurement and computation,,Numeracy and arithmetic | Ratios and proportional reasoning,D2,Atomic,no-strong-candidate,0,,,,,,,,,,,,,Converting Angular Acceleration to Tangential Acceleration,/Users/jake/Developer/study/vault/212/M1/2026-06-23-M1-00/Lessons/tangential-acceleration-from-angular-acceleration.md,0.1545,algorithmic-screen-only,false,true
