node_id,lesson_id,topic_code,module,assignment_folder,assignment_date,assignment_code,assignment_type,lesson_file,lesson_kind,problem_number,lesson_title,source_relative_path,source_path,headings,incoming_prerequisite_edge_count,dependent_lesson_count,outgoing_matched_prerequisite_count,prerequisite_hub,cycle_flag,cycle_component_id,cycle_member_count
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-5-03-Rain-Cup-Energy-Loss.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-5-03-Rain-Cup-Energy-Loss.md,Supplemental lesson,,Mechanical Energy Lost in the Rain-Cup Collision,M3/2026-07-20-Q-2/Lessons/Examples/M2-5-03-Rain-Cup-Energy-Loss.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-5-03-Rain-Cup-Energy-Loss.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Examples/M2-5-04-Bullet-Embedding-in-Cylinder.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,M2-5-04-Bullet-Embedding-in-Cylinder.md,Supplemental lesson,,Bullet Embedding in a Solid Cylinder,M3/2026-07-20-Q-2/Lessons/Examples/M2-5-04-Bullet-Embedding-in-Cylinder.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Examples/M2-5-04-Bullet-Embedding-in-Cylinder.md,1. The Problem | 2. The Equations | 3. The Walkthrough,0,0,0,false,false,,
212-M3-024,212-M3-024,MTH212.M3.24,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Group-1-Center-of-Mass-and-Density.md,Group review,,Locate a System's Center of Mass,M3/2026-07-20-Q-2/Lessons/Group-1-Center-of-Mass-and-Density.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-1-Center-of-Mass-and-Density.md,Average Positions Using Mass as the Weight | Replace Groups by Equivalent Point Masses | Turn Geometry into Mass | Convert Density into a Mass Element | Check the Result with Balance and Bounds,1,1,3,false,false,,
212-M3-025,212-M3-025,MTH212.M3.25,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Group-2-Moment-of-Inertia.md,Group review,,Build the Moment of Inertia About a Chosen Axis,M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-2-Moment-of-Inertia.md,Measure Every Mass from the Axis | Integrate a Continuous Distribution | Shift to a Parallel Axis | Add Rigidly Connected Pieces | Treat a Hole as Removed Mass | Connect Moment of Inertia to Rotational Energy,2,2,4,false,false,,
212-M3-026,212-M3-026,MTH212.M3.26,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Group-3-Torque-and-Rotational-Dynamics.md,Group review,,Turn Applied Forces into Angular Acceleration,M3/2026-07-20-Q-2/Lessons/Group-3-Torque-and-Rotational-Dynamics.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-3-Torque-and-Rotational-Dynamics.md,Find the Perpendicular Turning Effect | Assign a Torque Direction | Choose an Axis That Removes Unknown Torques | Apply Rotational Newton's Second Law | Combine the Inertia of Rigidly Attached Bodies | Predict Changes Before Calculating,0,0,4,false,false,,
212-M3-027,212-M3-027,MTH212.M3.27,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Group-4-Equilibrium-and-Massive-Pulleys.md,Group review,,Solve Coupled Equilibrium and Massive-Pulley Systems,M3/2026-07-20-Q-2/Lessons/Group-4-Equilibrium-and-Massive-Pulleys.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-4-Equilibrium-and-Massive-Pulleys.md,Use Both Force and Torque Balance | Recognize the Tipping Threshold | Choose a Pivot for a Ladder | Separate the Tensions of a Massive Pulley | Connect Translation and Rotation | Check Limiting Cases,1,1,4,false,false,,
212-M3-028,212-M3-028,MTH212.M3.28,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Group-5-Rolling-and-Angular-Momentum.md,Group review,,Connect Rolling Motion to Angular-Momentum Conservation,M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Group-5-Rolling-and-Angular-Momentum.md,Choose the Governing Idea | Worked Example | Apply the No-Slip Constraint | Worked Example | Build the Rolling Energy Equation | Worked Example | Use an Object's Shape to Predict Its Motion | Worked Example | Write Angular Momentum About a Chosen Axis | Worked Example | Test Whether Angular Momentum Is Conserved | Worked Example | Handle a Sticking Rotational Collision | Worked Example | Keep Angular Momentum and Energy Separate | Worked Example,2,2,4,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Problem-1.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Problem-1.md,Problem lesson,1,Ranking Forces in a Massive-Pulley Atwood Machine,M3/2026-07-20-Q-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Problem-1.md,Compare Tension and Weight on Each Block | Use Pulley Torque to Compare the Tensions | Link the Comparisons into One Ranking | Know When the Tensions Can Be Equal,1,1,2,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Problem-2.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Problem-2.md,Problem lesson,2,Comparing the Speeds of Rolling Objects,M3/2026-07-20-Q-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Problem-2.md,Write All Kinetic Energy in Terms of Speed | Recognize When Radius Cancels | Compare Different Shapes | Separate Center-of-Mass Speed from Angular Speed,0,0,3,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Problem-3.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Problem-3.md,Problem lesson,3,Total Gravitational Potential Energy: Sum Every Pair Once,M3/2026-07-20-Q-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Problem-3.md,One Pair Gives One Energy Term | List Every Unique Pair | Use the Separation Between the Two Objects | Compare Negative Totals,1,1,1,false,true,CYCLE-014,2
PATH:M3/2026-07-20-Q-2/Lessons/Problem-4.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Problem-4.md,Problem lesson,4,From Composite Center of Mass to Tangential Speed,M3/2026-07-20-Q-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Problem-4.md,Represent Each Piece by a Mass and Position | Compute the Mass-Weighted Position | Measure Radius from the Rotation Axis | Combine Center of Mass with Tangential Speed,0,0,2,false,false,,
PATH:M3/2026-07-20-Q-2/Lessons/Problem-5.md,,,M3,2026-07-20-Q-2,2026-07-20,Q-2,Quiz,Problem-5.md,Problem lesson,5,Solving Circular Binary-Star Systems from Their Separation,M3/2026-07-20-Q-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M3/2026-07-20-Q-2/Lessons/Problem-5.md,Locate the Center of Mass from a Chosen Origin | Use the Relative Orbit to Find the Period | Use the Circular-Orbit Energy Shortcut | Carry One Mass Ratio Through the Full System,0,0,3,false,false,,
212-M4-001,212-M4-001,MTH212.M4.01,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-1.md,Problem lesson,1,Finding Maximum Speed From a Cosine Position Function,M4/2026-07-21-M4-1/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-1.md,Differentiate the Position Function | Extract the Maximum Speed | Evaluate the Formula With Units | Apply the Procedure to the Oscillator,2,2,2,false,false,,
212-M4-002,212-M4-002,MTH212.M4.02,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-2.md,Problem lesson,2,Reading Amplitude From a Position–Time Graph,M4/2026-07-21-M4-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-2.md,Measure From Equilibrium to an Extreme | Halve the Peak-to-Peak Distance | Handle a Shifted Equilibrium | Apply the Rule to the Given Oscillator,4,4,1,true,false,,
212-M4-003,212-M4-003,MTH212.M4.03,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-3.md,Problem lesson,3,Reading an Oscillation Period From a Position-Time Graph,M4/2026-07-21-M4-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-3.md,Measure One Complete Repeat | Match Both Position and Phase | Use Several Cycles When Available | Apply the Method to Problem 3,6,6,1,true,false,,
212-M4-004,212-M4-004,MTH212.M4.04,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-4.md,Problem lesson,4,Finding Frequency From a Position–Time Graph,M4/2026-07-21-M4-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-4.md,Measure One Complete Cycle | Convert Period to Frequency | Avoid Half-Cycle and Axis Traps | Apply the Method to the Given Oscillator,1,1,0,false,false,,
212-M4-005,212-M4-005,MTH212.M4.05,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-5.md,Problem lesson,5,Finding Angular Frequency From an Oscillation Graph,M4/2026-07-21-M4-1/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-5.md,Read the Period From the Graph | Convert Cycles to Radians | Measure Across Several Cycles | Apply the Method to Problem 5,0,0,1,false,false,,
212-M4-006,212-M4-006,MTH212.M4.06,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-6.md,Problem lesson,6,Finding Maximum SHM Speed From a Position-Time Graph,M4/2026-07-21-M4-1/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-6.md,Read the Amplitude From the Vertical Scale | Read the Period From Repeated Points | Convert Graph Readings Into Maximum Speed | Apply the Procedure to the Oscillator Graph,2,2,3,false,false,,
212-M4-007,212-M4-007,MTH212.M4.07,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-7.md,Problem lesson,7,Finding SHM Displacement From Release Data,M4/2026-07-21-M4-1/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-7.md,Convert Coordinates to Amplitude | Choose Cosine From the Release Condition | Convert Cycle Count to Angular Frequency | Evaluate the Phase and Interpret the Sign | Apply the Model to the Given Spring–Block System,0,0,0,false,false,,
212-M4-008,212-M4-008,MTH212.M4.08,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-8.md,Problem lesson,8,Finding Instantaneous SHM Velocity From Cycle Data,M4/2026-07-21-M4-1/Lessons/Problem-8.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-8.md,Find the Amplitude From the Setup | Convert Oscillation Count to Angular Frequency | Build the Velocity Function From the Release Condition | Evaluate Velocity and Interpret Its Sign | Apply the Procedure to the Spring-Block System,3,2,3,true,false,,
212-M4-009,212-M4-009,MTH212.M4.09,M4,2026-07-21-M4-1,2026-07-21,M4-1,Lecture,Problem-9.md,Problem lesson,9,Finding Maximum Speed in a Spring Oscillation,M4/2026-07-21-M4-1/Lessons/Problem-9.md,/Users/jake/Developer/study/vault/212/M4/2026-07-21-M4-1/Lessons/Problem-9.md,Match the Two Energy States | Solve for the Positive Speed | Check Units and Scaling | Apply the Method to Problem 9,1,1,3,false,false,,
212-M4-030,212-M4-030,MTH212.M4.30,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,pendulum-shm-small-angle-derivation.md,Supplemental lesson,,Why a Pendulum Becomes Simple Harmonic Motion,M4/2026-07-22-M4-2/Lessons/pendulum-shm-small-angle-derivation.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/pendulum-shm-small-angle-derivation.md,Read Gravity's Torque as Restoring | Linearize the Torque at Small Angles | Match the Equation to SHM | Convert the SHM Coefficient into a Period | Specialize to a Simple Pendulum and Check the Model,1,1,1,false,false,,
212-M4-010,212-M4-010,MTH212.M4.10,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,Problem-1.md,Problem lesson,1,Comparing Pendulum Periods When Bob Mass Changes,M4/2026-07-22-M4-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-1.md,Translate One Oscillation Into Period | Inspect the Variables in the Period Formula | Compare Two Pendulums Directly | Separate Mass Changes From Length Changes | Apply the Test to the Two Pendulums,0,0,2,false,false,,
212-M4-011,212-M4-011,MTH212.M4.11,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,Problem-2.md,Problem lesson,2,Calculating the Frequency of a Simple Pendulum,M4/2026-07-22-M4-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-2.md,"Choose the Frequency Formula and Relevant Data | Substitute Length and Track the Units | Distinguish Frequency, Period, and Angular Frequency | Apply the Procedure to the Given Pendulum",0,0,0,false,false,,
212-M4-012,212-M4-012,MTH212.M4.12,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,Problem-3.md,Problem lesson,3,Period of a Uniform Rod as a Physical Pendulum,M4/2026-07-22-M4-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-3.md,Choose the Physical-Pendulum Quantities | Substitute and Cancel Symbolically | Evaluate and Check the Result | Apply the Method to Problem 3,2,2,3,false,false,,
212-M4-013,212-M4-013,MTH212.M4.13,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,Problem-4.md,Problem lesson,4,Finding the Period of a Uniform Rod About an Offset Pivot,M4/2026-07-22-M4-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-4.md,Find the Pivot-to-Center-of-Mass Distance | Shift the Moment of Inertia to the Pivot | Build and Simplify the Period Formula | Evaluate the Period and Check the Units | Apply the Procedure to the Offset-Pivot Rod,1,1,3,false,false,,
212-M4-014,212-M4-014,MTH212.M4.14,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,Problem-5.md,Problem lesson,5,Period of a Rod-and-Point-Mass Pendulum,M4/2026-07-22-M4-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-5.md,Build the Composite-Pendulum Formula | Make a Component Ledger | Simplify and Evaluate the Period | Apply the Method to Problem 5,0,0,3,false,false,,
212-M4-015,212-M4-015,MTH212.M4.15,M4,2026-07-22-M4-2,2026-07-22,M4-2,Lecture,Problem-6.md,Problem lesson,6,Finding the Period of a Rod–Disk Physical Pendulum,M4/2026-07-22-M4-2/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M4/2026-07-22-M4-2/Lessons/Problem-6.md,Locate Each Center of Mass | Understand the Parallel-Axis Theorem | Build the Total Moment of Inertia | Build the Gravitational Torque Factor | Assemble and Evaluate the Period | Apply the Method to the Given Pendulum,1,1,1,false,false,,
212-M4-016,212-M4-016,MTH212.M4.16,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-1.md,Problem lesson,1,Amplitude and the Period of a Spring Oscillator,M4/2026-07-23-HW-6/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-1.md,Read the Period Formula | Separate Motion Size from Cycle Time | Avoid the Proportionality Trap,0,0,2,false,false,,
212-M4-017,212-M4-017,MTH212.M4.17,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-2.md,Problem lesson,2,Scaling Maximum Kinetic Energy with Amplitude,M4/2026-07-23-HW-6/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-2.md,Connect Amplitude to Maximum Kinetic Energy | Square the Whole Amplitude Factor | Handle a Smaller Amplitude | Work Backward from an Energy Factor,0,0,2,false,false,,
212-M4-018,212-M4-018,MTH212.M4.18,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-3.md,Problem lesson,3,Choosing an SHM Cosine Equation from a Position–Time Graph,M4/2026-07-23-HW-6/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-3.md,Read the Amplitude and Period | Convert the Period to Angular Frequency | Use the Initial Motion to Choose the Phase | Assemble and Check the Equation,0,0,3,false,false,,
212-M4-019,212-M4-019,MTH212.M4.19,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-4.md,Problem lesson,4,Maximum Kinetic Energy from an SHM Position–Time Graph,M4/2026-07-23-HW-6/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-4.md,Read Amplitude and Period | Turn Period into Angular Frequency | Connect the Graph to Maximum Kinetic Energy | Avoid the Peak-to-Peak Trap | Solve the Given Graph,1,1,1,false,false,,
212-M4-020,212-M4-020,MTH212.M4.20,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-5.md,Problem lesson,5,Ranking Acceleration Magnitudes from an SHM Position Graph,M4/2026-07-23-HW-6/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-5.md,Acceleration Magnitude Follows Distance from Equilibrium | Ignore the Sign of Position | Do Not Rank by the Graph's Slope | Apply the Rule to the Homework Graph,2,1,1,false,false,,
212-M4-021,212-M4-021,MTH212.M4.21,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-6.md,Problem lesson,6,Period of an Oscillator Before Its Mass Changes,M4/2026-07-23-HW-6/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-6.md,Freeze the System at the Requested Time | Use the Mass-Spring Period Formula | Ignore Amplitude and Instantaneous Position | Distinguish Period from Frequency,2,2,2,false,false,,
212-M4-022,212-M4-022,MTH212.M4.22,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-7.md,Problem lesson,7,Speed of a Spring Oscillator at a Given Position,M4/2026-07-23-HW-6/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-7.md,Use the System Before the Event | Turn the Energy Balance Into Speed | Square a Fractional Position | Separate Speed From Direction,4,3,1,true,false,,
212-M4-023,212-M4-023,MTH212.M4.23,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-8.md,Problem lesson,8,Speed Immediately After a Mass Sticks to a Moving Block,M4/2026-07-23-HW-6/Lessons/Problem-8.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-8.md,Build the Horizontal Momentum Equation | Solve for the Shared Speed | Check the Mass Fraction | Do Not Conserve Kinetic Energy | Apply the Rule to the Spring–Block Collision,0,0,0,false,false,,
212-M4-024,212-M4-024,MTH212.M4.24,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-9.md,Problem lesson,9,Mechanical-Energy Change During a Sticking Collision,M4/2026-07-23-HW-6/Lessons/Problem-9.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-9.md,Write the Two Energy Snapshots | Subtract and Cancel Unchanged Energy | Apply the Homework Notation | Check the Sign of the Change,1,1,2,false,false,,
212-M4-025,212-M4-025,MTH212.M4.25,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-10.md,Problem lesson,10,Finding a New Spring-Oscillation Amplitude After an Energy Change,M4/2026-07-23-HW-6/Lessons/Problem-10.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-10.md,Update the Mechanical Energy | Convert Energy to Amplitude | Combine the Two Relations | Check the Sign and Physical Range,0,0,2,false,false,,
212-M4-026,212-M4-026,MTH212.M4.26,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-11.md,Problem lesson,11,Period After Mass Sticks to a Spring Oscillator,M4/2026-07-23-HW-6/Lessons/Problem-11.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-11.md,Identify the Moving Mass | Substitute Into the Period Formula | Check Whether the Period Should Increase | Ignore Details That Do Not Set the Period,0,0,1,false,false,,
212-M4-027,212-M4-027,MTH212.M4.27,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-12.md,Problem lesson,12,Period of an Ideal Simple Pendulum,M4/2026-07-23-HW-6/Lessons/Problem-12.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-12.md,Compute the Period from Length | Use Only the Quantities Kept by the Model | Match the Period to a Time Range,1,1,1,false,false,,
212-M4-028,212-M4-028,MTH212.M4.28,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-13.md,Problem lesson,13,Finding a Decay Constant from Period Counts,M4/2026-07-23-HW-6/Lessons/Problem-13.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-13.md,Solve the Amplitude Ratio for the Decay Constant | Convert a Number of Periods into Time | Build the Full Pendulum Calculation | Keep the Sign and the Factor of Two,0,0,1,false,false,,
212-M4-029,212-M4-029,MTH212.M4.29,M4,2026-07-23-HW-6,2026-07-23,HW-6,Homework,Problem-14.md,Problem lesson,14,Finding the Period of a Rod-and-Sphere Physical Pendulum,M4/2026-07-23-HW-6/Lessons/Problem-14.md,/Users/jake/Developer/study/vault/212/M4/2026-07-23-HW-6/Lessons/Problem-14.md,Locate Each Center of Mass | Move Each Moment of Inertia to the Pivot | Assemble the Period Formula | Apply the Method to the Portland Pendulum,0,0,2,false,false,,
212-M5-001,212-M5-001,MTH212.M5.01,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-1.md,Problem lesson,1,Reading Particle Motion From a Displacement-Time Graph,M5/2026-07-23-M5-1/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-1.md,Read the Local Slope From Left to Right | Separate Displacement From Velocity | Use the Tangent at the Marked Instant | Separate Particle Motion From Wave Propagation | Apply the Rule to the Marked Particle,3,3,1,true,false,,
212-M5-002,212-M5-002,MTH212.M5.02,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-2.md,Problem lesson,2,Compare Frequencies on Identical Springs,M5/2026-07-23-M5-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-2.md,Read the Mass Dependence | Compare Frequencies With a Ratio | Separate Amplitude From Frequency | Match the Source Diagram and Options,4,2,1,true,false,,
212-M5-003,212-M5-003,MTH212.M5.03,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-3.md,Problem lesson,3,Identifying the Restoring Force of a Hanging Spring,M5/2026-07-23-M5-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-3.md,Recognize a Restoring Force | Separate Equilibrium Balance From Restoration | Check Both Sides of Equilibrium | Apply the Test to Problem 3,1,1,0,false,false,,
212-M5-004,212-M5-004,MTH212.M5.04,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-4.md,Problem lesson,4,Identifying the Restoring Force in a Transverse String Wave,M5/2026-07-23-M5-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-4.md,Add the Tension Forces on a Curved Segment | Use Curvature to Find the Restoring Direction | Test Gravity Against the Restoring-Force Requirement | Separate the Driver From the Restoring Interaction | Apply the Reasoning to the String Diagram,0,0,3,false,false,,
212-M5-005,212-M5-005,MTH212.M5.05,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-5.md,Problem lesson,5,Inferring Particle Motion From a Traveling-Wave Snapshot,M5/2026-07-23-M5-1/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-5.md,Separate Wave Motion From Particle Motion | Advance the Wave While Holding the Particle Position Fixed | Use the Local-Slope Rule | Apply the Move to the Marked Particle,1,1,2,false,false,,
212-M5-006,212-M5-006,MTH212.M5.06,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-6.md,Problem lesson,6,Finding Where a Wave Particle Moves Fastest,M5/2026-07-23-M5-1/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-6.md,Read Particle Speed From Local Slope | Separate Height From Speed | Separate Direction From Speed | Apply the Slope Test to Problem 6,0,0,2,false,false,,
212-M5-007,212-M5-007,MTH212.M5.07,M5,2026-07-23-M5-1,2026-07-23,M5-1,Lecture,Problem-7.md,Problem lesson,7,Predicting Wave-Speed Changes From a Hanging Mass,M5/2026-07-23-M5-1/Lessons/Problem-7.md,/Users/jake/Developer/study/vault/212/M5/2026-07-23-M5-1/Lessons/Problem-7.md,Identify What Changes | Chain Mass to Tension to Wave Speed | Use a Square-Root Scale Factor | Keep Block Mass Separate From String Density | Apply the Reasoning to the Pulley Setup,0,0,1,false,false,,
212-M5-008,212-M5-008,MTH212.M5.08,M5,2026-07-27-M5-2,2026-07-27,M5-2,Lecture,Problem-1.md,Problem lesson,1,Finding Wave Speed on a String With a Hanging Mass,M5/2026-07-27-M5-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-1.md,Find the String's Linear Mass Density | Find the Tension From the Hanging Ball | Combine the Quantities in the Wave-Speed Formula | Check Units and Round at the End | Apply the Method to the Hanging Ball,8,5,0,true,false,,
212-M5-009,212-M5-009,MTH212.M5.09,M5,2026-07-27-M5-2,2026-07-27,M5-2,Lecture,Problem-2.md,Problem lesson,2,Wave Speed in a Wire Tensioned by a Hanging Mass,M5/2026-07-27-M5-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-2.md,Build Tension and Linear Density | Combine the Ingredients Into Wave Speed | Keep the Two Masses in Their Own Roles | Match the Diagram and Answer Form,1,1,2,false,false,,
212-M5-010,212-M5-010,MTH212.M5.10,M5,2026-07-27-M5-2,2026-07-27,M5-2,Lecture,Problem-3.md,Problem lesson,3,Maximum Transverse Particle Speed on a Tensioned Wire,M5/2026-07-27-M5-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-3.md,Find the Wave Propagation Speed | Convert Wave Speed to Maximum Particle Speed | Handle Amplitude and Wavelength Units | Solve the Given Wire-and-Pulley Problem,0,0,4,false,false,,
212-M5-011,212-M5-011,MTH212.M5.11,M5,2026-07-27-M5-2,2026-07-27,M5-2,Lecture,Problem-4.md,Problem lesson,4,Locate a Listener on a Circular Wavefront,M5/2026-07-27-M5-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M5/2026-07-27-M5-2/Lessons/Problem-4.md,Find the Source and Wavefront Radius | Use the Positive-Y Right Triangle | Carry the Geometry Through the Full Chain | Match the Source Coordinates and Answer Form,0,0,1,false,false,,
